state_dropped,coef,se,pval,ci_lower,ci_upper,nobs,r2_within,full_sample_coef,full_sample_se,full_sample_pval,full_sample_ci_lower,full_sample_ci_upper,coef_change,abs_coef_change,sign_flip,policy,outcome
AK,-0.019901345585618353,0.012634632254331972,0.1161374436609055,-0.04466522480410902,0.004862533632872312,407,0.022435031368349678,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,-0.0004537067775775283,0.0004537067775775283,False,moratorium_intensity,perm_exit_rate
AL,-0.019504520902120345,0.012634575429189216,0.12356500897244826,-0.044268288743331205,0.005259246939090519,407,0.029582907886344323,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,-5.6882094079519635e-05,5.6882094079519635e-05,False,moratorium_intensity,perm_exit_rate
AR,-0.01967419756641821,0.01266506963890501,0.12123653596339601,-0.04449773405867202,0.005149338925835609,407,0.02269398759689878,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,-0.00022655875837738343,0.00022655875837738343,False,moratorium_intensity,perm_exit_rate
AZ,-0.019036267080667316,0.01268916833759288,0.13447499373846017,-0.043907037022349354,0.005834502861014727,407,0.030627012462072112,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,0.0004113717273735093,0.0004113717273735093,False,moratorium_intensity,perm_exit_rate
CA,-0.018946029764787476,0.012666193244809304,0.1356185951238018,-0.043771768524613716,0.005879708995038761,407,0.03839975211594915,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,0.0005016090432533489,0.0005016090432533489,False,moratorium_intensity,perm_exit_rate
CO,-0.018459392911569693,0.012752737318141503,0.14866663755615406,-0.04345475805512704,0.006535972231987652,407,0.01969424686703758,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,0.0009882458964711321,0.0009882458964711321,False,moratorium_intensity,perm_exit_rate
CT,-0.020631432841366565,0.013040384236542753,0.11453615411514528,-0.046190585944990356,0.00492772026225723,407,0.022512759989324227,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,-0.00118379403332574,0.00118379403332574,False,moratorium_intensity,perm_exit_rate
DC,-0.006447489667757354,0.005480714014391729,0.24024541587201953,-0.017189689135965143,0.004294709800450436,407,-0.025316994746404475,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,0.013000149140283471,0.013000149140283471,False,moratorium_intensity,perm_exit_rate
DE,-0.019035763280542774,0.012676973238270424,0.13411206093432737,-0.0438826308275528,0.0058111042664672555,407,0.021068632141942323,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,0.00041187552749805123,0.00041187552749805123,False,moratorium_intensity,perm_exit_rate
FL,-0.01951646489893776,0.0126170543899294,0.12281786765204261,-0.04424589150319938,0.005212961705323867,407,0.018981195851017096,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,-6.882609089693334e-05,6.882609089693334e-05,False,moratorium_intensity,perm_exit_rate
GA,-0.01947274808598074,0.012662104280468926,0.1249928646291052,-0.04429047247569984,0.005344976303738355,407,0.031114469537103395,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,-2.5109277939916463e-05,2.5109277939916463e-05,False,moratorium_intensity,perm_exit_rate
HI,-0.01947785644028156,0.012742554513536546,0.1272853215768992,-0.04445326328681319,0.005497550406250072,407,0.02845182231886667,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,-3.021763224073451e-05,3.021763224073451e-05,False,moratorium_intensity,perm_exit_rate
IA,-0.019019365300624893,0.012649609568025575,0.13360854584243786,-0.04381260005395502,0.005773869452705235,407,0.020993621985659794,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,0.00042827350741593204,0.00042827350741593204,False,moratorium_intensity,perm_exit_rate
ID,-0.019814522366362258,0.012622604593707093,0.1173838201755566,-0.04455482737002816,0.004925782637303644,407,0.032660822498013165,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,-0.00036688355832143263,0.00036688355832143263,False,moratorium_intensity,perm_exit_rate
IL,-0.020846640166270653,0.012959943417216494,0.1086281024172655,-0.046248129264014975,0.004554848931473673,407,0.036105659182194105,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,-0.0013990013582298282,0.0013990013582298282,False,moratorium_intensity,perm_exit_rate
IN,-0.019305311900906202,0.012653584857129235,0.12800329969310043,-0.044106338220879504,0.005495714419067096,407,0.028956554752480823,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,0.00014232690713462254,0.00014232690713462254,False,moratorium_intensity,perm_exit_rate
KS,-0.01942792752316553,0.012601143020472319,0.1240461844299543,-0.04412616784329128,0.005270312796960216,407,0.022406499783912737,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,1.971128487529561e-05,1.971128487529561e-05,False,moratorium_intensity,perm_exit_rate
KY,-0.01925394771684324,0.01267395064247164,0.12963169324509316,-0.04409489097608765,0.0055869955424011734,407,0.026991227928279016,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,0.00019369109119758351,0.00019369109119758351,False,moratorium_intensity,perm_exit_rate
LA,-0.01895749876417268,0.012708985625587227,0.13669917895888228,-0.043867110590323645,0.0059521130619782855,407,0.02484583672872631,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,0.0004901400438681452,0.0004901400438681452,False,moratorium_intensity,perm_exit_rate
MA,-0.023303820873704872,0.01301967927266584,0.07434560142032742,-0.04882239224812992,0.002214750500720175,407,0.04050229151037643,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,-0.0038561820656640468,0.0038561820656640468,False,moratorium_intensity,perm_exit_rate
MD,-0.01948056563567665,0.012619313480131499,0.12357258994535614,-0.044214420056734385,0.005253288785381088,407,0.028657295547197092,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,-3.292682763582355e-05,3.292682763582355e-05,False,moratorium_intensity,perm_exit_rate
ME,-0.02038750467906568,0.01254158188157602,0.10494676976525197,-0.04496900516695468,0.00419399580882332,407,0.04322361957281684,-0.019447638808040825,0.012604999823631549,0.12376284456834719,-0.04415343846235866,0.005258160846277012,-0.0009398658710248545,0.0009398658710248545,False,moratorium_intensity,perm_exit_rate
