state_dropped,coef,se,pval,ci_lower,ci_upper,nobs,r2_within,full_sample_coef,full_sample_se,full_sample_pval,full_sample_ci_lower,full_sample_ci_upper,coef_change,abs_coef_change,sign_flip,policy,outcome
AK,-3.8405430701014267,2.1049067797873016,0.06892865250723168,-7.966160358484538,0.28507421828168455,407,0.009225999416763941,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,-0.1607431696515933,0.1607431696515933,False,share_moratorium_intensity,median_days_homeless
AL,-3.7080322675090662,2.0960677313706295,0.07776774696325894,-7.8163250209954995,0.4002604859773675,407,0.009208288928632569,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,-0.02823236705923282,0.02823236705923282,False,share_moratorium_intensity,median_days_homeless
AR,-2.318533382345044,1.4157821856420572,0.10240709871195897,-5.093466466203476,0.45639970151338805,407,-0.0090140635023932,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,1.3612665181047894,1.3612665181047894,False,share_moratorium_intensity,median_days_homeless
AZ,-3.7025295243167755,2.1220300580215468,0.08190660908638425,-7.861708438039008,0.4566493894054564,407,0.008975630891261521,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,-0.022729623866942106,0.022729623866942106,False,share_moratorium_intensity,median_days_homeless
CA,-3.670905959185267,2.1013925853810496,0.08154336255912042,-7.789635426532124,0.4478235081615902,407,0.007735243922225465,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,0.00889394126456633,0.00889394126456633,False,share_moratorium_intensity,median_days_homeless
CO,-4.083111494548394,2.058360927787234,0.04808250879171916,-8.117498913011373,-0.04872407608541529,407,0.009490653741942023,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,-0.40331159409856054,0.40331159409856054,False,share_moratorium_intensity,median_days_homeless
CT,-3.7643113780283834,2.1166939241898923,0.0762175417026203,-7.913031469440572,0.38440871338380544,407,0.009089722175256387,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,-0.08451147757855004,0.08451147757855004,False,share_moratorium_intensity,median_days_homeless
DC,-3.621828059028576,2.561178528782133,0.15822420123395364,-8.641737975441558,1.3980818573844052,407,0.007206863564663046,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,0.05797184142125733,0.05797184142125733,False,share_moratorium_intensity,median_days_homeless
DE,-3.508553352534535,2.0702468717659808,0.09102238256004336,-7.566237221195857,0.5491305161267874,407,0.008455139750385254,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,0.17124654791529847,0.17124654791529847,False,share_moratorium_intensity,median_days_homeless
FL,-3.5122652481149763,2.096963006795031,0.0948515736156319,-7.6223127414332374,0.5977822452032844,407,0.006921397738594681,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,0.1675346523348571,0.1675346523348571,False,share_moratorium_intensity,median_days_homeless
GA,-3.723465090629821,2.1126491028026386,0.07887404034912904,-7.8642573321229925,0.4173271508633505,407,0.009060732724187504,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,-0.0436651901799876,0.0436651901799876,False,share_moratorium_intensity,median_days_homeless
HI,-3.56883210369442,2.0458316308500377,0.08197022211297234,-7.578662100160495,0.4409978927716538,407,0.007272901442506252,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,0.11096779675541324,0.11096779675541324,False,share_moratorium_intensity,median_days_homeless
IA,-3.6046685794174387,2.078193156180952,0.08371635561612756,-7.677927165532104,0.4685900066972266,407,0.009141709458172498,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,0.07513132103239473,0.07513132103239473,False,share_moratorium_intensity,median_days_homeless
ID,-3.594066238347179,2.1056353358216766,0.08874159495333656,-7.721111496557665,0.5329790198633066,407,0.0081215169859985,-3.6797999004498334,2.0785387367550574,0.07752718672014569,-7.7537358244897465,0.39413602359007927,0.08573366210265432,0.08573366210265432,False,share_moratorium_intensity,median_days_homeless
